artist;song;duration_ms;year;tempo;genre;energy;key;loudness
Rae Sremmurd;Powerglide (feat. Juicy J) - From SR3MM;332300;2018;173.948;hip hop, pop;0.831;1;-4.75
Young Thug;The London (feat. J. Cole & Travis Scott);200106;2019;97.981;hip hop, pop;0.586;4;-6.946
Usher;More - RedOne Jimmy Joker Remix;219986;2010;125.083;hip hop, pop, R&B;0.893;7;-2.628
Gigi D'Agostino;L'Amour Toujours;238759;2011;139.066;pop;0.728;7;-7.932
Twenty One Pilots;Stressed Out;202333;2015;169.977;rock;0.637;4;-5.677
Cam’ron;Oh Boy;204706;2002;83.014;hip hop, pop;0.767;6;-5.586
Lucenzo;Danza Kuduro (feat. Don Omar);213986;2011;130.003;latin;0.942;7;-6.365
Avicii;Without You (feat. Sandro Cavazza);181672;2017;133.993;pop, Dance/Electronic;0.858;2;-4.844
Beyoncé;Drunk in Love (feat. Jay-Z);323480;2014;140.03;pop, R&B;0.621;5;-6.902
Madonna;Hung Up;337733;2005;125.02;pop;0.647;9;-7.695
NLE Choppa;Shotta Flow (feat. Blueface) [Remix];176631;2019;120.08;hip hop;0.511;2;-4.768
Fabolous;Into You (feat. Tamia);295773;2003;182.12;hip hop, pop, R&B;0.538;7;-7.886
Nick Jonas;Close;234213;2016;123.996;pop;0.623;6;-5.273
Ronan Keating;Lovin' Each Day;212973;2000;106.676;pop, rock;0.899;1;-6.261
Vengaboys;Shalala Lala;214819;2000;124.017;pop;0.901;2;-5.802
Mark Ronson;Nothing Breaks Like a Heart (feat. Miley Cyrus);217466;2018;114.066;pop;0.794;7;-5.844
Jason Derulo;Swalla (feat. Nicki Minaj & Ty Dolla $ign);216408;2017;98.064;hip hop, pop;0.817;1;-3.862
Jennifer Lopez;Play;211493;2001;104.719;hip hop, pop, R&B;0.729;1;-4.229
The Pussycat Dolls;Stickwitu;207506;2005;79.918;pop, R&B;0.554;9;-6.408
Dr. Dre;The Next Episode;161506;1999;95.295;hip hop;0.909;10;-2.429
The xx;Intro;127920;2009;100.363;rock;0.778;9;-8.871
Alessia Cara;Scars To Your Beautiful;230226;2016;194.169;pop, R&B;0.739;0;-5.74
Sia;Elastic Heart;257200;2014;130.075;pop;0.791;9;-4.998
Armand Van Helden;My My My - Radio Edit;190000;2006;127.51;pop, Dance/Electronic;0.768;7;-8.502
X Ambassadors;Renegades;195200;2015;90.052;hip hop, rock, pop;0.862;2;-6.003
Ellie Goulding;Starry Eyed;176613;2010;149.967;pop, rock, Dance/Electronic;0.814;5;-5.346
Stromae;Papaoutai;232146;2013;116.019;pop;0.818;10;-7.222
D4L;Laffy Taffy;224253;2005;77.499;hip hop, pop;0.439;7;-7.994
J. Holiday;Bed;275106;2007;127.901;hip hop, pop, R&B, Dance/Electronic;0.606;5;-7.268
Toni Braxton;He Wasn't Man Enough;261933;2000;88.009;pop, R&B;0.947;11;-1.916
Rihanna;Where Have You Been;242680;2011;127.963;hip hop, pop, R&B;0.847;0;-6.34
Ne-Yo;Let Me Love You (Until You Learn To Love Yourself);251626;2012;124.91;pop, R&B;0.677;5;-6.628
Shakira;She Wolf;188866;2009;121.983;pop, latin;0.69;7;-7.448
The Notorious B.I.G.;Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster;286186;2005;106.328;hip hop;0.628;2;-7.041
Cobra Starship;You Make Me Feel... (feat. Sabi);215693;2011;131.959;pop, Dance/Electronic;0.857;7;-2.944
SAYGRACE;You Don't Own Me (feat. G-Eazy);199314;2015;186.394;pop, R&B;0.664;7;-5.68
Eamon;Fuck It (I Don't Want You Back);225106;2004;68.507;set();0.653;0;-6.245
Nas;I Can;253720;2002;95.313;hip hop;0.885;6;-3.914
The Chainsmokers;Don't Let Me Down;208373;2016;159.803;pop, Dance/Electronic;0.869;11;-5.094
Cali Swag District;Teach Me How to Dougie;237480;2011;85.013;hip hop, pop;0.438;11;-4.981
Coldplay;Clocks;307879;2002;130.97;rock, pop;0.749;5;-7.215
Swedish House Mafia;Save The World;213337;2011;126.879;pop, Dance/Electronic;0.665;0;-7.598
Carl Thomas;I Wish;226760;2000;89.824;pop, R&B;0.666;1;-4.929
Fort Minor;Remember the Name (feat. Styles of Beyond);230493;2005;84.858;hip hop, pop, rock;0.835;8;-4.162
B.o.B;Magic (feat. Rivers Cuomo);196133;2010;82.439;hip hop, pop;0.932;8;-4.11
Flo Rida;GDFR (feat. Sage the Gemini & Lookas);190185;2015;145.889;hip hop, pop;0.827;5;-4.036
Lady Gaga;LoveGame;216333;2008;105.024;pop;0.678;6;-5.611
Rihanna;Diamonds;225146;2012;91.972;hip hop, pop, R&B;0.71;11;-4.92
Britney Spears;Everytime;230306;2003;109.599;pop;0.284;3;-12.852
Natalie Imbruglia;Shiver;222653;2005;94.163;pop, Folk/Acoustic;0.798;1;-4.49
Jack White;Another Way to Die;262240;2007;141.933;rock, blues;0.765;4;-4.23
Calvin Harris;Sweet Nothing (feat. Florence Welch);212560;2012;127.934;hip hop, pop, Dance/Electronic;0.929;8;-3.942
Britney Spears;Overprotected - Radio Edit;198600;2001;95.992;pop;0.894;0;-1.73
K-Ci & JoJo;Crazy;262773;2019;116.097;pop, R&B;0.644;0;-4.507
50 Cent;Outta Control - Remix;247506;2005;92.029;hip hop, pop;0.599;8;-5.996
Taylor Swift;Love Story;236266;2008;118.984;pop;0.741;2;-3.97
Avicii;Wake Me Up;247426;2013;124.08;pop, Dance/Electronic;0.783;2;-5.697
Justin Bieber;Friends (with BloodPop®);189466;2017;104.99;pop;0.739;8;-5.35
Jay Sean;Down;212106;2009;65.997;hip hop, pop, R&B;0.695;2;-4.493
BlocBoy JB;Look Alive (feat. Drake);181263;2018;140.022;hip hop, pop;0.581;10;-7.495
Sam Sparro;Black & Gold - Radio Edit;212360;2008;135.968;pop, Dance/Electronic;0.703;4;-5.65
Kelly Clarkson;Already Gone;281560;2009;78.139;pop, R&B;0.872;9;-2.996
Enrique Iglesias;Bailando - Spanish Version;243386;2014;90.949;pop, latin;0.792;7;-3.519
LMFAO;Sexy And I Know It;199480;2011;130.021;hip hop, pop, Dance/Electronic;0.861;7;-4.225
David Archuleta;Crush;213520;2008;162.084;pop;0.664;0;-4.718
Justin Bieber;Beauty And A Beat;227986;2012;128.003;pop;0.843;0;-4.831
Shontelle;Impossible;226533;2010;90.034;pop, R&B;0.624;8;-3.631
MAGIC!;Rude;224840;2014;144.033;set();0.758;1;-4.993
Geri Halliwell;It's Raining Men;254640;2001;136.482;pop;0.929;5;-6.03
Travis Scott;SICKO MODE;312820;2018;155.008;hip hop, Dance/Electronic;0.73;8;-3.714
Maroon 5;"Moves Like Jagger - Studio Recording From ""The Voice"" Performance";201493;2010;128.044;pop;0.761;11;-4.459
Miguel;Sure Thing;195373;2010;81.001;pop, R&B;0.607;11;-8.127
Sean Paul;Gimme the Light;228000;2002;107.288;hip hop, pop;0.761;2;-5.529
David Guetta;Gettin' Over You (feat. Fergie & LMFAO);188000;2010;129.944;hip hop, pop, Dance/Electronic;0.913;10;-5.077
Tyga;Rack City;203200;2012;98.986;hip hop, pop;0.339;1;-10.881
Wyclef Jean;Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia);241133;2007;92.515;set();0.744;1;-3.51
Jamiroquai;Little L;295400;2001;121.906;pop;0.724;10;-5.373
Little Mix;Black Magic;211773;2015;111.987;pop;0.896;4;-4.467
G-Eazy;Him & I (with Halsey);268866;2017;87.908;hip hop, pop;0.731;2;-6.343
Terror Squad;Lean Back;247426;2004;95.321;hip hop;0.916;1;-3.344
Britney Spears;I Wanna Go;210266;2011;130.002;pop;0.546;5;-6.55
The Streets;Fit but You Know It;254266;2004;172.302;hip hop, Dance/Electronic;0.844;6;-1.729
Drake;Passionfruit;298940;2017;111.98;hip hop, pop, R&B;0.463;11;-11.377
NSG;Options;240081;2020;101.993;World/Traditional, hip hop;0.621;1;-4.684
Britney Spears;I'm a Slave 4 U;203600;2001;110.027;pop;0.843;5;-3.579
Eminem;Shake That;274440;2005;107.005;hip hop;0.643;1;-5.785
Kylie Minogue;I Believe in You;200973;2004;120.939;pop, Dance/Electronic;0.785;7;-5.087
Ludacris;How Low;201586;2010;143.96;hip hop, pop;0.498;1;-6.977
Chicane;Don't Give Up;210786;2016;132.017;Dance/Electronic;0.72;10;-9.635
Marilyn Manson;Tainted Love;200426;2003;142.017;rock, metal;0.876;8;-7.779
Selena Gomez;Come & Get It;231986;2013;79.979;pop;0.787;7;-4.1
OneRepublic;All The Right Moves;238000;2009;146.024;pop;0.948;0;-3.527
Nicki Minaj;Bed Of Lies;269946;2014;86.01;hip hop, pop;0.67;11;-5.779
James Morrison;Wonderful World;210066;2006;78.969;pop, R&B;0.71;1;-4.606
Christina Aguilera;I Turn to You;273706;1999;127.177;pop;0.47;1;-8.356
Ne-Yo;Mad;254533;2008;129.94;pop, R&B;0.644;0;-5.348
The Corrs;Breathless;207506;2000;126.988;pop, Folk/Acoustic;0.82;11;-7.754
George Michael;Amazing;265826;2004;128.429;set();0.754;10;-6.825
Fergie;Clumsy;240426;2006;184.009;pop, R&B;0.563;2;-4.046
Aloe Blacc;I Need A Dollar;243053;2010;95.498;R&B;0.482;6;-7.116
Bridgit Mendler;Ready or Not;200946;2012;93.043;pop;0.872;2;-3.835
O.T. Genasis;CoCo;239573;2014;119.906;hip hop, pop;0.628;8;-5.949
Eminem;Mockingbird;250760;2004;84.039;hip hop;0.678;0;-3.798
Mary J. Blige;One;260466;2005;185.888;pop, R&B;0.874;0;-3.161
The Supermen Lovers;Starlight - Radio Edit;234400;2001;127.487;Dance/Electronic;0.679;0;-5.079
Kanye West;Through The Wire;221226;2004;83.089;hip hop;0.739;7;-6.11
Jordin Sparks;Battlefield;241920;2009;144.953;pop, R&B;0.634;2;-3.472
Kanye West;All Falls Down;223506;2004;91.03;hip hop;0.734;8;-4.832
Black Eyed Peas;My Humps;326960;2005;123.95;hip hop, pop;0.682;1;-5.924
Tom Jones;Sexbomb;211893;1999;122.979;rock, Folk/Acoustic, easy listening;0.876;8;-3.94
Drake;Pop Style;212946;2016;133.053;hip hop, pop, R&B;0.462;7;-10.027
Disclosure;Latch;255631;2013;121.985;pop, Dance/Electronic;0.727;1;-5.456
Gwen Stefani;Hollaback Girl;199853;2004;110.007;pop, R&B;0.916;10;-2.221
Kylie Minogue;Wow;190973;2007;124.072;pop, Dance/Electronic;0.884;9;-5.466
